order_id,products,basket_size
CA-2014-150490,"['Logitech Desktop MK120 Mouse and keyboard Combo', 'Akro Stacking Bins', 'Boston KS Multi-Size Manual Pencil Sharpener']",3
CA-2014-150581,"['Bevis 36 x 72 Conference Tables', 'Logitech Wireless Headset h800']",2
CA-2014-150798,"['Sharp 1540cs Digital Laser Copier', 'Master Caster Door Stop, Brown', 'Xerox 214', 'Hon Multipurpose Stacking Arm Chairs']",4
CA-2014-151001,"['Tenex File Box, Personal Filing Tote with Lid, Black', 'Adjustable Personal File Tote']",2
CA-2014-151078,"['Personal Filing Tote with Lid, Black/Gray']",1
CA-2014-151162,"['Xerox 1893', 'Large Capacity Hanging Post Binders', 'Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book', 'Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5', 'Panasonic KX T7736-B Digital phone']",5
CA-2014-151295,"['Xerox 1974', 'Bevis Boat-Shaped Conference Table']",2
CA-2014-151708,"['Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear', 'SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card']",2
CA-2014-151792,['Logitech Wireless Performance Mouse MX for PC and Mac'],1
CA-2014-151897,['Round Specialty Laser Printer Labels'],1
CA-2014-151946,"['Seth Thomas 14"" Day/Date Wall Clock', 'Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags', ""O'Sullivan Living Dimensions 5-Shelf Bookcases"", 'G.E. Halogen Desk Lamp Bulbs']",4
CA-2014-152100,['Hon Multipurpose Stacking Arm Chairs'],1
CA-2014-152233,['Plantronics Audio 478 Stereo USB Headset'],1
CA-2014-152268,['GBC DocuBind TL300 Electric Binding System'],1
CA-2014-152296,['Wilson Jones data.warehouse D-Ring Binders with DublLock'],1
CA-2014-152422,['Belkin F5C206VTEL 6 Outlet Surge'],1
CA-2014-152562,"['Multi-Use Personal File Cart and Caster Set, Three Stacking Bins', 'OIC #2 Pencils, Medium Soft']",2
CA-2014-152849,['Newell 322'],1
CA-2014-153150,['Cardinal Holdit Business Card Pockets'],1
CA-2014-153479,"['Avery 512', 'GBC Recycled Regency Composition Covers']",2
CA-2014-153619,['Prang Dustless Chalk Sticks'],1
CA-2014-153808,"['Boston Home & Office Model 2000 Electric Pencil Sharpeners', 'Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets', 'Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset']",3
CA-2014-153927,"['Acco Translucent Poly Ring Binders', 'Maxell 74 Minute CD-R Spindle, 50/Pack']",2
CA-2014-153976,"['Global High-Back Leather Tilter, Burgundy']",1
CA-2014-154095,"['DAX Metal Frame, Desktop, Stepped-Edge', 'Xerox 1942', 'Global Stack Chair with Arms, Black', 'Avery 509']",4
CA-2014-154592,['Green Bar Computer Printout Paper'],1
CA-2014-154599,"['Pyle PMP37LED', 'AT&T 1080 Corded phone', 'Recycled Pressboard Report Cover with Reinforced Top Hinge', ""O'Sullivan Living Dimensions 2-Shelf Bookcases""]",4
CA-2014-154641,['Tennsco Single-Tier Lockers'],1
CA-2014-154669,['Advantus Rolling Drawer Organizers'],1
CA-2014-155271,['DAX Wood Document Frame'],1
CA-2014-155390,['Xerox 1909'],1
CA-2014-155593,['Acme Kleen Earth Office Shears'],1
CA-2014-155796,"['GE 4 Foot Flourescent Tube, 40 Watt', 'Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors']",2
CA-2014-155852,['Zebra Zazzle Fluorescent Highlighters'],1
CA-2014-155887,"['Bevis Traditional Conference Table Top, Plinth Base']",1
CA-2014-156244,"['Xerox 229', 'Bulldog Vacuum Base Pencil Sharpener', 'Maxell 4.7GB DVD-R', 'Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors', 'Acco Side-Punched Conventional Columnar Pads', 'Avery 501']",6
CA-2014-156587,"[""Global Push Button Manager's Chair, Indigo"", 'Newell 330', 'Carina 42""Hx23 3/4""W Media Storage Unit']",3
CA-2014-156790,"[""O'Sullivan 2-Shelf Heavy-Duty Bookcases""]",1
CA-2014-157721,"['Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter', 'Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats']",2
CA-2014-157784,"['NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router', 'Avery 516', 'Xerox 1995']",3
CA-2014-157882,"['Bevis Round Conference Room Tables and Bases', 'Global Deluxe Stacking Chair, Gray']",2
CA-2014-157924,"['Iris Project Case', 'Global Enterprise Series Seating High-Back Swivel/Tilt Chairs']",2
CA-2014-158281,['Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop'],1
CA-2014-158337,"['Southworth 100% Résumé Paper, 24lb.']",1
CA-2014-158372,"['Jabra SPEAK 410', 'Memorex Froggy Flash Drive 4 GB', 'Luxo Economy Swing Arm Lamp', 'Southworth 100% Résumé Paper, 24lb.', 'Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry', 'Avery White Multi-Purpose Labels']",6
CA-2014-158771,"['Fellowes Super Stor/Drawer', 'Avery 518', 'Avery 506', 'Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)']",4
CA-2014-159310,"['Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back', 'Avery Triangle Shaped Sheet Lifters, Black, 2/Pack', 'Acme Stainless Steel Office Snips']",3
CA-2014-159520,"['Wilson Jones Century Plastic Molded Ring Binders', 'Acme Office Executive Series Stainless Steel Trimmers', 'Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables']",3
CA-2014-159681,['Xerox 1909'],1
CA-2014-159709,"['Strathmore #10 Envelopes, Ultimate White', 'LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite']",2
CA-2014-160262,"['DIXON Oriole Pencils', 'Xerox 1909', 'Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock']",3
CA-2014-160276,['Luxo Adjustable Task Clamp Lamp'],1
CA-2014-160738,['Eldon Portable Mobile Manager'],1
CA-2014-160773,"['Wilson SignalBoost 841262 DB PRO Amplifier Kit', 'Avery Durable Binders']",2
CA-2014-161249,"['Super Bands, 12/Pack', 'Avery Hole Reinforcements']",2
CA-2014-161508,"['Hon Deluxe Fabric Upholstered Stacking Chairs', 'Stockwell Push Pins', 'Fluorescent Highlighters by Dixon', 'Xerox 195']",4
CA-2014-162684,"['Acco Clips to Go Binder Clips, 24 Clips in Two Sizes']",1
CA-2014-163293,"['Memorex Froggy Flash Drive 4 GB', 'Maxell 74 Minute CD-R Spindle, 50/Pack']",2
CA-2014-163419,"['BIC Brite Liner Grip Highlighters, Assorted, 5/Pack', 'Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)', 'Global Airflow Leather Mesh Back Chair, Black']",3
CA-2014-163552,"['Easy-staple paper', 'Cisco SPA508G', 'Global Commerce Series High-Back Swivel/Tilt Chairs', '9-3/4 Diameter Round Wall Clock', 'Avery 514']",5
CA-2014-163867,"['Avery 513', 'Contract Clock, 14"", Brown', 'Recycled Steel Personal File for Standard File Folders']",3
CA-2014-164315,"['Xerox 1990', 'Motorola Droid Maxx', 'Euro-Pro Shark Turbo Vacuum']",3
CA-2014-164861,['Xerox 214'],1
CA-2014-164910,['Newell 350'],1
CA-2014-164973,"['DMI Arturo Collection Mission-style Design Wood Chair', 'Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier', 'Panasonic Kx-TS550', 'NETGEAR N750 Dual Band Wi-Fi Gigabit Router', 'Trav-L-File Heavy-Duty Shuttle II, Black']",5
CA-2014-165309,"['GBC DocuBind TL300 Electric Binding System', 'Universal Recycled Hanging Pressboard Report Binders, Letter Size', 'Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'Wirebound Message Book, 4 per Page', 'Xerox 1893', 'Geemarc AmpliPOWER60', 'Classic Ivory Antique\xa0Telephone\xa0ZL1810']",7
CA-2014-165379,"['Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream', 'Xerox 1895']",2
CA-2014-165428,"['Prestige Round Ring Binders', 'Xerox 216']",2
CA-2014-165764,"['Acco Perma 4000 Stacking Storage Drawers', 'Hon Racetrack Conference Tables', 'Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Tenex Antistatic Computer Chair Mats']",4
CA-2014-165806,"['Xerox 226', 'RCA Visys Integrated PBX 8-Line Router']",2
CA-2014-166086,"['Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""', 'Balt Split Level Computer Training Table', 'Newell 335', 'Lifetime Advantage Folding Chairs, 4/Carton']",4
CA-2014-166191,"['Tenex File Box, Personal Filing Tote with Lid, Black', 'Imation\xa0Secure+ Hardware Encrypted USB 2.0\xa0Flash Drive; 16GB']",2
CA-2014-166457,"['Adams ""While You Were Out"" Message Pads', 'Newell 350', 'Xerox 1933']",3
CA-2014-166471,"['Cisco Unified IP Phone 7945G VoIP phone', 'Jawbone MINI JAMBOX Wireless Bluetooth Speaker']",2
CA-2014-166555,['Cisco SPA112 2 Port Phone Adapter'],1
CA-2014-166884,"['Eldon Wave Desk Accessories', 'Stockwell Push Pins']",2
CA-2014-166891,"['Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal']",1
CA-2014-167199,"[""Global Deluxe High-Back Manager's Chair"", 'Ibico Hi-Tech Manual Binding System', 'Rogers Handheld Barrel Pencil Sharpener', 'GE 30524EE4', 'Wireless Extenders zBoost YX545 SOHO Signal Booster', 'Alliance Super-Size Bands, Assorted Sizes', 'Southworth 25% Cotton Granite Paper & Envelopes']",7
CA-2014-167850,"['AT&T 1070 Corded Phone', 'Xerox 21']",2
CA-2014-168305,"['Avery 475', 'Easy-staple paper']",2
CA-2014-168312,"['Recycled Steel Personal File for Hanging File Folders', 'Bevis Round Conference Room Tables and Bases']",2
CA-2014-168368,"['Global Task Chair, Black', 'Avery 483', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders', 'Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle', 'VariCap6 Expandable Binder', 'Fellowes Neat Ideas Storage Cubes']",6
CA-2014-168494,"['Hon Non-Folding Utility Tables', 'Bretford Rectangular Conference Table Tops', 'Bestar Classic Bookcase']",3
CA-2014-168592,"['Holmes Replacement Filter for HEPA Air Cleaner, Medium Room', 'Pizazz Global Quick File', 'Ideal Clamps']",3
CA-2014-169061,"['Newell 345', 'Logitech Wireless Gaming Headset G930', 'Acme Forged Steel Scissors with Black Enamel Handles', 'GBC Wire Binding Combs', 'Xerox 1891']",5
CA-2014-169257,"['Presstex Flexible Ring Binders', 'Xerox 1944']",2
CA-2014-169649,"['Astroparche Fine Business Paper', 'Tripp Lite TLP810NET Broadband Surge for Modem/Fax']",2
CA-2014-169726,['Ibico Ibimaster 300 Manual Binding System'],1
CA-2014-169803,"['Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base', 'Kingston Digital DataTraveler 32GB USB 2.0']",2
CA-2015-100657,"['Global Armless Task Chair, Royal Blue']",1
CA-2015-100888,['Xerox 1884'],1
CA-2015-101000,['Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room'],1
CA-2015-101007,['Memorex Micro Travel Drive 8 GB'],1
CA-2015-101091,"['Belkin F8E887 USB Wired Ergonomic Keyboard', 'GBC White Gloss Covers, Plain Front']",2
CA-2015-101126,"[""Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black""]",1
CA-2015-101868,"['Green Canvas Binder for 8-1/2"" x 14"" Sheets', 'Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets', 'Logitech Keyboard K120']",3
CA-2015-101924,"['Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""']",1
CA-2015-102015,"['Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set', 'Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black', 'OIC Binder Clips, Mini, 1/4"" Capacity, Black', 'Avery 489', 'HP Office Recycled Paper (20Lb. and 87 Bright)', 'Tyvek  Top-Opening Peel & Seel Envelopes, Plain White']",6
CA-2015-102281,"['Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors', ""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink"", 'Xerox 205', 'Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors', '4009 Highlighters by Sanford']",5
CA-2015-102316,"['Square Credit Card Reader', 'Global Deluxe Steno Chair']",2
CA-2015-102848,['Safco Contoured Stacking Chairs'],1
CA-2015-102855,"['SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card', 'Dixon Ticonderoga Pencils']",2
CA-2015-102876,"['GBC Wire Binding Strips', 'Samsung Galaxy Note 3', 'Angle-D Ring Binders']",3
CA-2015-103093,['Staple envelope'],1
CA-2015-103205,['Nokia Lumia 521 (T-Mobile)'],1
CA-2015-103723,['Prang Drawing Pencil Set'],1
CA-2015-103954,"[""O'Sullivan Cherrywood Estates Traditional Barrister Bookcase""]",1
CA-2015-103961,['Avery 476'],1
CA-2015-104038,"['Tennsco Industrial Shelving', 'Xerox 1920']",2
CA-2015-104052,['Jackery Bar Premium Fast-charging Portable Charger'],1
CA-2015-104115,['Speck Products Candyshell Flip Case'],1
CA-2015-104241,['DAX Wood Document Frame'],1
CA-2015-104346,"['Newell 313', 'Bush Westfield Collection Bookcases, Dark Cherry Finish', 'Newell 326', 'Logitech Keyboard K120', 'Master Caster Door Stop, Large Neon Orange', 'DAX Wood Document Frame', 'Bevis Rectangular Conference Tables', 'Xerox 2', 'Avery Personal Creations Heavyweight Cards']",9
CA-2015-104486,"['GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black', 'Eldon Simplefile Box Office', 'Acme 10"" Easy Grip Assistive Scissors']",3
CA-2015-104493,['GBC Personal VeloBind Strips'],1
CA-2015-104514,"['SAFCO Mobile Desk Side File, Wire Frame', 'Newell 313', 'Xerox 1959']",3
CA-2015-104626,"['Deluxe Heavy-Duty Vinyl Round Ring Binder', 'Global Value Steno Chair, Gray', 'Deflect-o Glass Clear Studded Chair Mats', 'Adjustable Depth Letter/Legal Cart']",4
CA-2015-105158,"['Longer-Life Soft White Bulbs', 'Xerox 1881']",2
CA-2015-105221,"['SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card', 'Brites Rubber Bands, 1 1/2 oz. Box']",2
CA-2015-105312,"['Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2', 'UniKeep View Case Binders']",2
CA-2015-105571,"['Avery Hanging File Binders', 'GBC DocuBind TL300 Electric Binding System']",2
CA-2015-105599,"['Eldon Shelf Savers Cubes and Bins', 'Anderson Hickey Conga Table Tops & Accessories']",2
CA-2015-105627,"['Rush Hierlooms Collection 1"" Thick Stackable Bookcases', ""Hon Mobius Operator's Chair"", 'Nortel Meridian M3904 Professional Digital phone', 'Boston 1900 Electric Pencil Sharpener', 'Deflect-o Glass Clear Studded Chair Mats']",5
CA-2015-105634,['American Pencil'],1
CA-2015-105970,"['50 Colored Long Pencils', 'Brown Kraft Recycled Envelopes']",2
CA-2015-106208,"[""3M Replacement Filter for Office Air Cleaner for 20' x 33' Room""]",1
CA-2015-106362,['GBC Plasticlear Binding Covers'],1
CA-2015-107020,['Large Capacity Hanging Post Binders'],1
CA-2015-107741,"['Dixon Prang Watercolor Pencils, 10-Color Set with Brush']",1
CA-2015-107937,"['Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle']",1
CA-2015-108119,"['Iceberg OfficeWorks 42"" Round Tables']",1
CA-2015-108259,"['OIC Binder Clips', 'Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White', 'Poly Designer Cover & Back', 'Eldon Wave Desk Accessories']",4
CA-2015-108588,"['Newell 34', '#10- 4 1/8"" x 9 1/2"" Recycled Envelopes', 'Wilson Jones data.warehouse D-Ring Binders with DublLock']",3
CA-2015-108665,"['G.E. Halogen Desk Lamp Bulbs', 'Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock', 'OtterBox Commuter Series Case - Samsung Galaxy S4', 'Iceberg Mobile Mega Data/Printer Cart']",4
CA-2015-108672,"['Seth Thomas 13 1/2"" Wall Clock']",1
CA-2015-109001,"['Samsung Convoy 3', 'Sony 16GB Class 10 Micro SDHC R40 Memory Card', 'Avery Round Ring Poly Binders']",3
CA-2015-109386,"['Holmes Replacement Filter for HEPA Air Cleaner, Large Room', 'AT&T 17929 Lendline Telephone', 'Deflect-o Glass Clear Studded Chair Mats', 'Hunt PowerHouse Electric Pencil Sharpener, Blue', 'Newell 314']",5
CA-2015-109512,"['Staple envelope', 'Global Task Chair, Black', 'Fellowes Strictly Business Drawer File, Letter/Legal Size']",3
CA-2015-109736,['Xerox 1894'],1
CA-2015-109939,['Newell 321'],1
CA-2015-110093,"['Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book', 'Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack']",2
CA-2015-110247,['SpineVue Locking Slant-D Ring Binders by Cardinal'],1
CA-2015-110324,"['Xerox 207', 'Newell 307', 'Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book']",3
CA-2015-110345,['Avery 514'],1
CA-2015-110457,['Hon Racetrack Conference Tables'],1
CA-2015-110548,['ShoreTel ShorePhone IP 230 VoIP phone'],1
CA-2015-110667,"['DIXON Ticonderoga Erasable Checking Pencils', 'Eldon Advantage Foldable Chair Mats for Low Pile Carpets', 'GBC Prestige Therm-A-Bind Covers', 'Avery Round Ring Poly Binders']",4
CA-2015-110744,['Safco Industrial Wire Shelving'],1
CA-2015-110814,"['Avery Arch Ring Binders', 'Global Armless Task Chair, Royal Blue', 'Xerox 188']",3
CA-2015-110870,"['Logitech Wireless Marathon Mouse M705', 'Staple remover']",2
CA-2015-110947,['Vinyl Sectional Post Binders'],1
CA-2015-111038,['GuestStacker Chair with Chrome Finish Legs'],1
CA-2015-111094,"['Tops Wirebound Message Log Books', 'Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue']",2
CA-2015-111164,"['Maxell 4.7GB DVD-R', 'OtterBox Commuter Series Case - iPhone 5 & 5s', 'Kensington 4 Outlet MasterPiece Compact Power Control Center']",3
CA-2015-111507,['Newell 310'],1
CA-2015-111703,"['Easy-staple paper', 'Xerox 1957']",2
CA-2015-111948,"['Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers', 'Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter']",2
CA-2015-111990,['Wilson Jones Leather-Like Binders with DublLock Round Rings'],1
CA-2015-112053,['Maxell 4.7GB DVD-RW 3/Pack'],1
CA-2015-112130,"['Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set', 'Holmes Replacement Filter for HEPA Air Cleaner, Large Room', 'Xerox 1897', 'Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack', 'SanDisk Cruzer 16 GB USB Flash Drive', 'Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black', 'Fellowes Bankers Box Stor/Drawer Steel Plus']",7
CA-2015-112214,"['Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H', 'Stiletto Hand Letter Openers', 'Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Eldon Expressions Wood Desk Accessories, Oak']",4
CA-2015-112452,"['Hoover Shoulder Vac Commercial Portable Vacuum', 'Staples', 'Acco Expandable Hanging Binders', 'Shocksock Galaxy S4 Armband', 'Brother DCP1000 Digital 3 in 1 Multifunction Machine']",5
CA-2015-112522,['Avery Fluorescent Highlighter Four-Color Set'],1
CA-2015-112711,['Vtech CS6719'],1
CA-2015-112767,['Balt Split Level Computer Training Table'],1
CA-2015-112823,['Maxell 4.7GB DVD-RW 3/Pack'],1
CA-2015-113145,"['Avoid Verbal Orders Carbonless Minifold Book', 'Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock', 'Plantronics MX500i Earset', 'Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset', 'Xblue XB-1670-86 X16 Small\xa0Office Telephone\xa0- Titanium']",5
CA-2015-113215,"['GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box']",1
CA-2015-113222,['Avery Poly Binder Pockets'],1
CA-2015-113523,['Avery Heavy-Duty EZD View Binder with Locking Rings'],1
CA-2015-113628,"['Newell 317', 'Wilson Jones Leather-Like Binders with DublLock Round Rings', 'SlimView Poly Binder, 3/8""', 'Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal', 'VTech DS6151', ""Global Push Button Manager's Chair, Indigo""]",6
CA-2015-113971,"['Eldon Regeneration Recycled Desk Accessories, Smoke']",1
CA-2015-114811,"['Fellowes Desktop Hanging File Manager', 'Mitel MiVoice 5330e IP Phone', 'Nu-Dell EZ-Mount Plastic Wall Frames', 'Zebra ZM400 Thermal Label Printer', 'Hon 4070 Series Pagoda Round Back Stacking Chairs']",5
CA-2015-114923,['JBL Micro Wireless Portable Bluetooth Speaker'],1
CA-2015-115091,"['Newell 324', 'Holmes Odor Grabber']",2
CA-2015-115168,['Xerox 1981'],1
CA-2015-115392,"['Cisco SPA301', 'Avery Non-Stick Binders']",2
CA-2015-115693,"['Boston Electric Pencil Sharpener, Model 1818, Charcoal Black']",1
CA-2015-116260,['Newell 333'],1
CA-2015-116512,"['Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H']",1
CA-2015-116687,"['Avery 501', 'Samsung Rugby III']",2
CA-2015-116750,"['Stackable Trays', 'Wilson Jones Turn Tabs Binder Tool for Ring Binders']",2
CA-2015-117086,"['Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish']",1
CA-2015-117611,"['Advantus Plastic Paper Clips', 'Logitech G19 Programmable Gaming Keyboard']",2
CA-2015-117772,"['Belkin 19"" Center-Weighted Shelf, Gray']",1
CA-2015-117898,['Security-Tint Envelopes'],1
